Purchase Order No,Supplier Name,Order Date,Delivery Date,Item Name,Item Description,Quantity Ordered,Quantity Delivered,Unit Price,Total Cost,Delivery Status,Defect Rate,Category Barang,Approval Time (Hari),Procurment Lead Time (Hari)
0039/PO/CD/V/2024/CIC/MKES,CV. Sanjaya - Bekasi,20-05-2024,31-05-2024,KERTAS KOP,"HVS A4, 80gr, logo dikiri atas, alamat di kiri bawah","50,00","50,00","80.000,00","4.000.000,00",Finish,0%,ALAT TULIS KANTOR,3,11
0039/PO/CD/VIII/2023/CIC/MKES,ADE ABDILLAH - BOGOR,07-08-2023,31-08-2023,NOMOR RUMAH / RUKO / TOKO,"Acrylic dasar hitam, Font putih, Uk 25X35 cm","21,00","21,00","85.000,00","1.785.000,00",Finish,0%,MEDIA INFORMASI,4,24
0039/PO/CD/X/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,13-10-2023,24-10-2023,MOUSE,"Tipe M170, wireless","1,00","1,00","120.000,00","120.000,00",Finish,0%,KOMPUTER,2,11
0040/PO/CD/III/2023/CIC/CI,CV. SUKSES HUTAMA ELITE,09-03-2023,11-04-2023,PITA / TINTA/ TONER PRINTER,16A,"2,00","2,00","670.000,00","1.340.000,00",Finish,0%,KOMPUTER,1,33
0040/PO/CD/III/2023/CIC/CI,CV. SUKSES HUTAMA ELITE,09-03-2023,11-04-2023,PITA / TINTA/ TONER PRINTER,35A,"4,00","4,00","85.000,00","340.000,00",Finish,0%,KOMPUTER,1,33
0040/PO/CD/III/2023/CIC/CI,CV. SUKSES HUTAMA ELITE,09-03-2023,11-04-2023,PITA / TINTA/ TONER PRINTER,TN2356,"15,00","15,00","205.000,00","3.075.000,00",Finish,0%,KOMPUTER,1,33
0040/PO/CD/III/2024/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,08-03-2024,18-04-2024,SOFTWARE ADOBE,SOFTWARE ADOBE CREATIVE/FAMILY,"1,00","1,00","19.280.000,00","19.280.000,00",Finish,0%,KOMPUTER,1,41
0040/PO/CD/IV/2023/CIC/CIE,Bina Jaya Computer - Jakarta,10-04-2023,19-04-2023,KEYBOARD,Keyboard Logitech USB,"1,00","1,00","120.000,00","120.000,00",Finish,0%,KOMPUTER,2,9
0040/PO/CD/IV/2023/CIC/CIE,Bina Jaya Computer - Jakarta,10-04-2023,19-04-2023,MOUSE,Mouse USB Logitec 100,"1,00","1,00","75.000,00","75.000,00",Finish,0%,KOMPUTER,2,9
0040/PO/CD/X/2023/CIC/AIMP,PT. PLATBOARD LUTSINDO - Bekasi,17-10-2023,31-10-2023,SPANDUK,"Bahan: flexi, Materi ""General"", Lokasi: Pohon Seribu, Uk: 33.08x2.08m","1,00","1,00","1.548.144,00","1.548.144,00",Finish,0%,MEDIA INFORMASI,4,14
0040/PO/CD/X/2023/CIC/AIMP,PT. PLATBOARD LUTSINDO - Bekasi,17-10-2023,31-10-2023,SPANDUK,"Bahan: flexi, Materi ""General"", Lokasi: Pohon Seribu, Uk: 115.08x2.08m","1,00","1,00","5.385.744,00","5.385.744,00",Finish,0%,MEDIA INFORMASI,4,14
0041/PO/CD/III/2024/CIC/CIE,DUNIA PERAHU - JAKARTA,19-03-2024,03-04-2024,HARDENER,Haerdener cairan pengeras,"2,00","2,00","100.000,00","200.000,00",Finish,0%,CHEMICAL,1,15
0041/PO/CD/III/2024/CIC/CIE,DUNIA PERAHU - JAKARTA,19-03-2024,03-04-2024,VALVE,Tutup pentil ban racer slide,"9,00","9,00","80.000,00","720.000,00",Finish,0%,MECHANICAL,1,15
0041/PO/CD/VIII/2023/CIC/MKES,ADE ABDILLAH - BOGOR,07-08-2023,16-08-2023,TUTUP SALURAN (DECK DRAIN/ GRILL INLET / DRAINAGE CELL/ ROOF DRAIN/ MAIN HOLE ),"Tutup grill inlet, Uk : L 280mm,  T 400, Dusaspun","1,00","1,00","950.000,00","950.000,00",Finish,0%,MATERIAL KONSTRUKSI,6,9
0041/PO/CD/X/2023/CIC/AIMP,PT. PLATBOARD LUTSINDO - Bekasi,17-10-2023,01-01-2024,BILLBOARD,"Bahan: flexi, Materi ""New permai ext"", Lokasi: Cileungsi, Uk: 5x10m","1,00","1,00","1.625.000,00","1.625.000,00",Finish,0%,MEDIA INFORMASI,4,76
0041/PO/CD/X/2023/CIC/AIMP,PT. PLATBOARD LUTSINDO - Bekasi,17-10-2023,01-01-2024,BILLBOARD,"Bahan: flexi, Materi ""New permai ext"", Lokasi: Cileungsi, Uk: 2x3m","11,00","11,00","385.000,00","4.235.000,00",Finish,0%,MEDIA INFORMASI,4,76
0042/PO/CD/III/2023/CIC/CI,Ace Hardware - Cibubur,10-03-2023,05-04-2023,METERAN,"Self locking, Dilengkapi dengan tombol penarik, Dimensi : 2.5 cm x 7.5 meter","5,00","5,00","68.000,00","340.000,00",Finish,0%,PERALATAN KERJA LAPANGAN,1,26
0042/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,08-03-2024,18-03-2024,KEYBOARD,"Keyboard tipe K-270 + Mouse M-170, warna hitam","1,00","1,00","405.000,00","405.000,00",Finish,0%,KOMPUTER,0,10
0042/PO/CD/III/2024/CIC/CIE,DUNIA PERAHU - JAKARTA,19-03-2024,03-04-2024,LEM,LEM BAN PVC GLUE,"2,00","2,00","500.000,00","1.000.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,15
0042/PO/CD/IV/2023/CIC/CIE,SAHABAT USAHA TEKNIK - BOGOR,14-04-2023,19-04-2023,LAMPU,"TL, 36 watt, putih","5,00","5,00","25.000,00","125.000,00",Finish,0%,LISTRIK,2,5
0042/PO/CD/IV/2023/CIC/CIE,SAHABAT USAHA TEKNIK - BOGOR,14-04-2023,19-04-2023,LAMPU,"Bohlam, 10 Watt, Putih","20,00","20,00","48.000,00","960.000,00",Finish,0%,LISTRIK,2,5
0042/PO/CD/VIII/2023/CIC/MKES,PT. RISTY PRATAMINDO - JAKARTA,08-08-2023,18-03-2024,FLOWMETER,"Merk ABB, tipe: remote, power : battery, cable 10 mater, proterksi sensor & display IP68, Instalasi : up  & down stream 0xD, size code : 0100 - 100mm (4inch). Harga sudah termasuk biaya Tera dan penerbitan sertifikat Tera oleh dinas metrology terkait.","1,00","1,00","86.700.000,00","86.700.000,00",Finish,0%,PERALATAN KERJA LAPANGAN,2,223
0042/PO/CD/X/2023/CIC/AIMP,Alvin Azizi - Tangerang,17-10-2023,02-11-2023,SPANDUK,"Polyster sablon, Uk. 1,15x8 meter, materi : ""The real smart home""","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,1,16
0043/PO/CD/III/2023/CIC/CI,PT. PLATBOARD LUTSINDO - Bekasi,10-03-2023,13-05-2023,BANNER,"Bahan: Flexi, Uk. 60x290cm, materi: Bukit Meranti","1,00","1,00","39.150,00","39.150,00",Finish,0%,MEDIA INFORMASI,2,64
0043/PO/CD/III/2023/CIC/CI,PT. PLATBOARD LUTSINDO - Bekasi,10-03-2023,13-05-2023,BANNER,"Bahan: Flexi, Uk. 60x290cm, materi: Ruko Matoa","1,00","1,00","39.150,00","39.150,00",Finish,0%,MEDIA INFORMASI,2,64
0043/PO/CD/III/2023/CIC/CI,PT. PLATBOARD LUTSINDO - Bekasi,10-03-2023,13-05-2023,BANNER,"Bahan: Flexi, Uk. 90x396cm, materi: Bukit Meranti","9,00","9,00","80.190,00","721.710,00",Finish,0%,MEDIA INFORMASI,2,64
0043/PO/CD/III/2023/CIC/CI,PT. PLATBOARD LUTSINDO - Bekasi,10-03-2023,13-05-2023,BANNER,"Bahan: Flexi, Uk. 90x396cm, materi: Ruko Matoa","9,00","9,00","80.190,00","721.710,00",Finish,0%,MEDIA INFORMASI,2,64
0043/PO/CD/III/2024/CIC/CI,CV. Sanjaya - Bekasi,15-03-2024,20-03-2024,AMPLOP COKLAT,"Ukuran F4, cetak logo & alamat, 1 warna","500,00","500,00","1.560,00","780.000,00",Finish,0%,ALAT TULIS KANTOR,2,5
0043/PO/CD/III/2024/CIC/CIE,Ace Hardware - Cibubur,20-03-2024,21-03-2024,KURSI PLASTIK,"Soleil Barvita, Daya Beban: 125 kg, material plastik PP, P/L/T : 56,8 cm, 55,1 cm, 83,5 cm, warna biru","16,00","16,00","249.900,00","3.998.400,00",Finish,0%,FURNITURE - DEKORASI,69,1
0043/PO/CD/VIII/2023/CIC/MKES,CV. Sanjaya - Bekasi,15-08-2023,06-09-2023,KERTAS KOP,"HVS A4, 80gr, logo di kiri atas, alamat di kiri bawah","50,00","50,00","80.000,00","4.000.000,00",Finish,0%,ALAT TULIS KANTOR,6,22
0043/PO/CD/X/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,17-10-2023,10-11-2023,AC SPLIT WALL,"Tipe 05AHQ, 1/2 PK","2,00","2,00","2.300.000,00","4.600.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,0,24
0044/PO/CD/III/2023/CIC/CI,Ace Hardware - Cibubur,10-03-2023,05-04-2023,TEMPAT SAMPAH,"Kapasitas 120 Liter, Material :plastik, Dilengkapi pedal, roda dan tutup","14,00","14,00","509.900,00","7.138.600,00",Finish,0%,KEBERSIHAN,0,26
0044/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,15-03-2024,26-03-2024,SILINDER KUNCI,SILINDER KUNCI MERK DEKSON DC 80 mm,"1,00","1,00","185.000,00","185.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,11
0044/PO/CD/III/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,20-03-2024,22-03-2024,LAMPU,"Lampu TL LED 16 Watt , warna putih","5,00","5,00","97.500,00","487.500,00",Finish,0%,LISTRIK,1,2
0044/PO/CD/IV/2023/CIC/CIE,FEBI DAMAYANTHI -  JAKARTA,16-04-2023,29-05-2023,SEPATU LAPANGAN,"Warna coklat, tipe: KWD 205CX, Uk 42","1,00","1,00","445.000,00","445.000,00",Finish,0%,FASHION,1,43
0044/PO/CD/VIII/2023/CIC/MKES,Alvin Azizi - Tangerang,15-08-2023,09-10-2023,UMBUL UMBUL,"Bahan polyester, Ukuran: 5 x 1,15 meter, Materi: Bukit Viola","50,00","50,00","42.500,00","2.125.000,00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,6,55
0044/PO/CD/X/2023/CIC/AIMP,TOKO GS,24-10-2023,07-12-2023,SELANG AIR,Ukuran 3/4 inch,"50,00","50,00","10.500,00","525.000,00",Finish,0%,PERALATAN KERJA LAPANGAN,1,44
0045/PO/CD/III/2023/CIC/CI,ADE ABDILLAH - BOGOR,10-03-2023,11-04-2023,TEMPAT SAMPAH,"Kapasitas 40liter, warna hijau, tiang tanam","30,00","30,00","250.000,00","7.500.000,00",Finish,0%,KEBERSIHAN,0,32
0045/PO/CD/III/2024/CIC/CIE,TOKO GS,22-03-2024,29-04-2024,LEM,Lem padat epoxy,"5,00","5,00","15.000,00","75.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,38
0045/PO/CD/III/2024/CIC/CIE,TOKO GS,22-03-2024,29-04-2024,LEM,Lem tetes,"10,00","10,00","8.000,00","80.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,38
0045/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,LAMPU,8 Watt,"3,00","3,00","30.000,00","90.000,00",Finish,0%,LISTRIK,1,29
0045/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,LAMPU,10 Watt,"5,00","5,00","36.000,00","180.000,00",Finish,0%,LISTRIK,1,29
0045/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,LEM,Lem cair,"5,00","5,00","8.000,00","40.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,29
0045/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,LEM SEALANT,-,"2,00","2,00","60.000,00","120.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,29
0045/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,STATER LAMPU,-,"3,00","3,00","5.000,00","15.000,00",Finish,0%,LISTRIK,1,29
0045/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,TALI TAMBANG,Ukuran: 6 mm,"1,00","1,00","258.000,00","258.000,00",Finish,0%,RUPA - RUPA,1,29
0045/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,TALI TAMBANG,"Ukuran: 6 mm, Merk Nylon","38,00","38,00","4.500,00","171.000,00",Finish,0%,RUPA - RUPA,1,29
0046/PO/CD/III/2023/CIC/CI,Dodi Kohanta - Jonggol,13-03-2023,28-03-2023,BATU BELAH,-,"151,43","151,43","275.000,00","41.643.250,00",Finish,0%,MATERIAL KONSTRUKSI,3,15
0046/PO/CD/III/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,15-03-2024,20-03-2024,CLEAR HOLDER,"Warna bening, ukuran F4","100,00","100,00","3.750,00","375.000,00",Finish,0%,ALAT TULIS KANTOR,1,5
0046/PO/CD/III/2024/CIC/CIE,TOKO GS,22-03-2024,29-04-2024,LEM SEALANT,warna clear,"6,00","6,00","60.000,00","360.000,00",Finish,0%,MATERIAL KONSTRUKSI,2,38
0046/PO/CD/IV/2023/CIC/CIE,Toko Buku Gunung Intan - Jonggol,20-04-2023,22-05-2023,KERTAS A4,kerta a4 75gram,"66,00","66,00","45.000,00","2.970.000,00",Finish,0%,ALAT TULIS KANTOR,5,32
0046/PO/CD/X/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,29-10-2023,09-11-2023,AC SPLIT WALL,"Tipe 05AHQ, 1/2 PK","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,3,11
0046/PO/CD/X/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,29-10-2023,09-11-2023,AC SPLIT WALL,"Tipe 05AHQ, 1/2 PK","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,3,11
0046/PO/CD/X/2023/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,29-10-2023,09-11-2023,AC SPLIT WALL,"Tipe 05AHQ, 1/2 PK","1,00","1,00","2.300.000,00","2.300.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,3,11
0047/PO/CD/III/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,22-03-2024,29-04-2024,KARTU IDENTITAS,"Wrn putih, logo kiri atas, QR Code sebelah kanan, a.n Bella","3,00","3,00","27.000,00","81.000,00",Finish,0%,RUPA - RUPA,3,38
0047/PO/CD/III/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,22-03-2024,29-04-2024,KARTU IDENTITAS,"Wrn putih, logo kiri atas, QR Code sebelah kanan, a.n Kusmanto","3,00","3,00","27.000,00","81.000,00",Finish,0%,RUPA - RUPA,3,38
0047/PO/CD/III/2024/CIC/CIE,TOKO GS,22-03-2024,29-04-2024,KABEL TIE / TIES,Kabel TIES 250cm,"4,00","4,00","35.000,00","140.000,00",Finish,0%,LISTRIK,1,38
0047/PO/CD/III/2024/CIC/CIE,TOKO GS,22-03-2024,29-04-2024,LEM,Lem tetes,"5,00","5,00","8.000,00","40.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,38
0047/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,WATER MUR,Uk :  2 inch,"2,00","2,00","95.000,00","190.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,29
0047/PO/CD/IX/2023/CIC/MKES,FEBI DAMAYANTHI -  JAKARTA,15-09-2023,10-12-2023,SEPATU LAPANGAN,"Warna coklat, tipe: KWD 205CX, Uk 42 & 41","2,00","2,00","470.000,00","940.000,00",Finish,0%,FASHION,1,86
0047/PO/CD/XI/2023/CIC/AIMP,PT. PLATBOARD LUTDESINDO,02-11-2023,06-03-2024,BILLBOARD,"Bahan flexi, materi ""DREAM HOME, SMART HOME"", uk. 10x5 meter, lokasi taman cileungsi","1,00","1,00","1.625.000,00","1.625.000,00",Finish,0%,MEDIA INFORMASI,2,125
0048/PO/CD/III/2023/CIC/CI,INDOMARET CIC,20-03-2023,19-04-2023,MINUMAN KEMASAN,Kemasan 300 ml,"144,00","144,00","3.900,00","561.600,00",Finish,0%,MAKANAN DAN MINUMAN,0,30
0048/PO/CD/III/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,22-03-2024,26-03-2024,STEPLER JILID,"Tipe 0383, Kapasitas Jilid Max.: 210 lembar ( 70 gsm), Dimensi produk : 36 cm (l) x 9 cm(w) x 38 cm (t)","1,00","1,00","500.000,00","500.000,00",Finish,0%,ALAT TULIS KANTOR,2,4
0048/PO/CD/III/2024/CIC/CIE,ACE HARDWARE CIBUBUR - Cibubur,22-03-2024,21-05-2024,GANTUNGAN BAJU,Gantungan baju stainlees 2 kait,"7,00","7,00","79.900,00","559.300,00",Finish,0%,FASHION,1,60
0048/PO/CD/IV/2023/CIC/CIE,TOKO GS,20-04-2023,19-05-2023,SELANG FLEXIBLE,-,"3,00","3,00","40.000,00","120.000,00",Finish,0%,MATERIAL KONSTRUKSI,3,29
0048/PO/CD/IX/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,15-09-2023,26-09-2023,BATERAI LAPTOP,"Utk Laptop HP PROBOOK 240 G6, Tipe : JC04, rechargeable battery","1,00","1,00","425.000,00","425.000,00",Finish,0%,KOMPUTER,1,11
0049/PO/CD/III/2023/CIC/CI,CV. Sanjaya - Bekasi,20-03-2023,07-04-2023,BROSUR,"Cetak 1 muka, A4 80gr, cetak hitam putih","2500,00","2500,00","150,00","375.000,00",Finish,0%,MEDIA INFORMASI,1,18
0049/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,22-03-2024,26-03-2024,HANDPHONE (HP),Hp Infinix Hot 30 NFC  Ram 8GB Internal 128GB Main Camera Dual 50 MP Selfie Camera Single 8 MP Battery Type Li-Po 5000 mAh,"1,00","1,00","1.800.000,00","1.800.000,00",Finish,0%,KOMUNIKASI,2,4
0049/PO/CD/IX/2023/CIC/MKES,BOURZU - TOKOPEDIA,21-09-2023,05-11-2023,TAS,"Dimensi : 39x13x32cm, Bahan luar : Water repellent canvas + genuine leather (kulit asli) , lining katun halus (bahan dalam) , Cotton webbing + YKK Zipper","3,00","3,00","495.000,00","1.485.000,00",Finish,0%,FASHION,1,45
0049/PO/CD/XI/2023/CIC/AIMP,Alvin Azizi - Tangerang,16-11-2023,21-12-2023,SPANDUK,"Polyster sablon, Uk. 1,15x8 meter, materi : ""Smart home 500 jutaan""","100,00","100,00","68.000,00","6.800.000,00",Finish,0%,MEDIA INFORMASI,3,35
0050/PO/CD/III/2023/CIC/CI,PT. PLATBOARD LUTDESINDO,20-03-2023,09-04-2023,SPANDUK,"Bahan flexi, Ukuran 1,15x8 meter, materi ""segera proses balik nama sertifikasi""","15,00","15,00","207.000,00","3.105.000,00",Finish,0%,MEDIA INFORMASI,8,20
0050/PO/CD/III/2024/CIC/CI,DASW - Bekasi,25-03-2024,03-04-2024,STEMPEL,"Stampel Trodat,  Tulisan jatuh tempo warna biru, tulisan tgl, bulan, tahun warna merah, tulisan administrasi pembayaran warna biru + tinta stock","1,00","1,00","250.000,00","250.000,00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,25-03-2024,03-04-2024,BUKU FORM,Cetak warna 4A. 80gr,"1,00","1,00","130.000,00","130.000,00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,25-03-2024,03-04-2024,BUKU FORM,FORM KENAIKAN IPL,"2,00","2,00","130.000,00","260.000,00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,25-03-2024,03-04-2024,BUKU FORM,FORM KENAIKAN IPL,"6,00","6,00","130.000,00","780.000,00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,25-03-2024,03-04-2024,BUKU FORM,FORM KENAIKAN IPL,"7,00","7,00","130.000,00","910.000,00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/IV/2023/CIC/CIE,Pinus Design - Cikarang,21-04-2023,15-05-2023,CETAKAN LAIN,"Cetak warna, 1 sisi, A4 80gram, materi: Aplikasi my ciputra","15,00","15,00","125.000,00","1.875.000,00",Finish,0%,RUPA - RUPA,0,24
0050/PO/CD/IX/2023/CIC/MKES,Toko Pasific Elektronik -  Jonggol,21-09-2023,02-10-2023,BATERAI LAPTOP,"Baterai Laptop Dell Inspiron 15, 3000 Series Dell 40 WH, tipe M5Y1K","1,00","1,00","550.000,00","550.000,00",Finish,0%,KOMPUTER,3,11
0050/PO/CD/XI/2023/CIC/AIMP,PT. PLATBOARD LUTDESINDO,20-11-2023,05-12-2023,BILLBOARD,"Bahan flexi, Materi ""Rumah 2 lantai smart home"", Uk 9x7meter, Lokasi SPBU CIC","1,00","1,00","1.917.500,00","1.917.500,00",Finish,0%,MEDIA INFORMASI,6,15
0051/PO/CD/III/2023/CIC/CI,Big Thumb - Jakarta,21-03-2023,11-04-2023,BROSUR,"Lipat 3, Bahan: AC 210gsm, Laminating doft, Die cut","2500,00","2500,00","5.000,00","12.500.000,00",Finish,0%,MEDIA INFORMASI,1,21
0051/PO/CD/III/2024/CIC/CI,Desti Advertising - Bekasi,26-03-2024,29-04-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Bella","5,00","5,00","27.000,00","135.000,00",Finish,0%,RUPA - RUPA,0,34
0051/PO/CD/III/2024/CIC/CI,Desti Advertising - Bekasi,26-03-2024,29-04-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Kusmanto","5,00","5,00","27.000,00","135.000,00",Finish,0%,RUPA - RUPA,0,34
0051/PO/CD/III/2024/CIC/CI,Desti Advertising - Bekasi,26-03-2024,29-04-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Fitria","5,00","5,00","27.000,00","135.000,00",Finish,0%,RUPA - RUPA,0,34
0051/PO/CD/III/2024/CIC/CIE,DIVINE SUCCEES - TOKOPEDIA (JAKARTA),25-03-2024,17-05-2024,VACUUM HEAD,8 roda + kepala T,"2,00","2,00","2.104.000,00","4.208.000,00",Finish,0%,KEBERSIHAN,5,53
0051/PO/CD/IV/2023/CIC/CIE,Bina Jaya Computer - Jakarta,28-04-2023,12-05-2023,PITA / TINTA/ TONER PRINTER,TONER HP 107A Black Original,"10,00","10,00","850.000,00","8.500.000,00",Finish,0%,KOMPUTER,2,14
0051/PO/CD/XI/2023/CIC/AIMP,ABDUL ROHMAN - BOGOR,20-11-2023,06-12-2023,KACA BENING,"pakai box, Ukuran : P 143cm, L 78cm, T 68cm","1,00","1,00","1.500.000,00","1.500.000,00",Finish,0%,MATERIAL KONSTRUKSI,1,16
0052/PO/CD/III/2023/CIC/CI,Alvin Azizi - Tangerang,24-03-2023,09-04-2023,SPANDUK,"Bahan Polyester, Ibadah Puasa "", Ukuran 115cmx800cm","30,00","30,00","68.000,00","2.040.000,00",Finish,0%,MEDIA INFORMASI,2,16
0052/PO/CD/III/2023/CIC/CI,Alvin Azizi - Tangerang,24-03-2023,09-04-2023,SPANDUK,"Bahan Polyester, Idul Fitri "", Ukuran 115cmx800cm","30,00","30,00","68.000,00","2.040.000,00",Finish,0%,MEDIA INFORMASI,2,16
0052/PO/CD/III/2023/CIC/CI,Alvin Azizi - Tangerang,24-03-2023,09-04-2023,SPANDUK,"Bahan Polyester, Materi "" Harga 236 "", Ukuran 115cmx800cm","300,00","300,00","68.000,00","20.400.000,00",Finish,0%,MEDIA INFORMASI,2,16
0052/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,26-03-2024,04-04-2024,CHARGE HT,Adaptor Type C 20 Watt Fast Charging Original Apple,"1,00","1,00","450.000,00","450.000,00",Finish,0%,KOMUNIKASI,1,9
0052/PO/CD/III/2024/CIC/CIE,PT. PLATBOARD LUTDESINDO,29-03-2024,29-04-2024,SPANDUK,"Bahan : Flexi, Materi : Idul Fitri, Ukuran : 1,15 x 8 meter","13,00","13,00","207.000,00","2.691.000,00",Finish,0%,MEDIA INFORMASI,2,31
0052/PO/CD/V/2023/CIC/CIE,Bina Jaya Computer - Jakarta,05-05-2023,12-05-2023,PRINTER THERMAL,"Printer utk kertas thermal, tipe TMT 82","1,00","1,00","2.850.000,00","2.850.000,00",Finish,0%,KOMPUTER,2,7
0052/PO/CD/X/2023/CIC/MKES,CV. Harapan Mandiri -Bogor,03-10-2023,09-10-2023,TEMPAT SAMPAH,"Warna hijau, kapasitas 60 liter, tiang tanam","53,00","53,00","340.000,00","18.020.000,00",Finish,0%,KEBERSIHAN,1,6
0053/PO/CD/III/2023/CIC/CI,Ace Hardware - Cibubur,24-03-2023,11-04-2023,KACA MATA,"Lensa bening, jenis : spectacle, ukuran : all size","5,00","5,00","43.900,00","219.500,00",Finish,0%,FASHION,3,18
0053/PO/CD/III/2024/CIC/CI,ABDUL ROHMAN - BOGOR,26-03-2024,09-05-2024,KACA MEJA,Warna Bening Ukuran : Panjang = 140cm & Lebar = 70cm,"1,00","1,00","320.000,00","320.000,00",Finish,0%,FURNITURE - DEKORASI,0,44
0053/PO/CD/III/2024/CIC/CI,ABDUL ROHMAN - BOGOR,26-03-2024,09-05-2024,KACA MEJA,Warna Hitam Ukuran : Panjang = 240cm & Lebar = 80cm,"2,00","2,00","590.000,00","1.180.000,00",Finish,0%,FURNITURE - DEKORASI,0,44
0053/PO/CD/X/2023/CIC/MKES,Bina Jaya Computer - Jakarta,05-10-2023,24-10-2023,PITA / TINTA/ TONER PRINTER,728 Mate Black,"1,00","1,00","1.730.000,00","1.730.000,00",Finish,0%,KOMPUTER,1,19
0053/PO/CD/XI/2023/CIC/AIMP,PT. Sarana Kencana Mulya - Tangerang,28-11-2023,10-01-2024,AC SPLIT WALL,"1/2 PK, Tipe : PAC 05VH","1,00","1,00","2.164.000,00","2.164.000,00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,43
0054/PO/CD/III/2023/CIC/CI,Toko Pasific Elektronik -  Jonggol,24-03-2023,21-04-2023,TELEVISI/TV LED,"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie","1,00","1,00","1.325.000,00","1.325.000,00",Finish,0%,AUDIO DAN VISUAL,3,28
0054/PO/CD/IV/2024/CIC/CIE,Alvin Azizi - Tangerang,04-04-2024,24-04-2024,SPANDUK,"Bahan polyester, uk. 1,15 x 8 meter, materi : liburan idul fitri waterpark, cetak digital printing","50,00","50,00","160.000,00","8.000.000,00",Finish,0%,MEDIA INFORMASI,2,20
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,FITTING LAMPU,Fitting Lampu Plafond warna hitam,"2,00","2,00","8.000,00","16.000,00",Finish,0%,MATERIAL KONSTRUKSI,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,HANDLE PINTU,Handle pintu plastik PVC warna putih,"6,00","6,00","10.000,00","60.000,00",Finish,0%,MATERIAL KONSTRUKSI,0,10
0054/PO/CD/V/2023/CIC/CIE,TOKO GS,09-05-2023,19-05-2023,KABEL NYM,Kabel NYM 2 X 1.5 M,"15,00","15,00","9.500,00","142.500,00",Finish,0%,LISTRIK,0,10
